Month,Name1,Name2,Economic Indicators,Impact1,MDD.Growth,Underlying Economic Activity
2023M08,MDD Growth,UEA,Industrial Output,-0.007665133,0,0
2023M08,MDD Growth,UEA,Investment,-0.001530337,0,0
2023M08,MDD Growth,UEA,Labour Market,0.011150281,0,0
2023M08,MDD Growth,UEA,Prices,0.031145377,0,0
2023M08,MDD Growth,UEA,Soft,-0.010650788,0,0
2023M08,MDD Growth,UEA,NA,-0.001135242,0,0
2023M09,MDD Growth,UEA,Consumption,-0.036568804,1.460542,-0.02295758
2023M09,MDD Growth,UEA,Financial,-0.055608505,0,0
2023M09,MDD Growth,UEA,Fiscal,0.016168567,0,0
2023M09,MDD Growth,UEA,Housing,0.01833933,0,0
2023M09,MDD Growth,UEA,Industrial Output,0.038091925,0,0
2023M09,MDD Growth,UEA,Investment,-0.004400364,0,0
2023M09,MDD Growth,UEA,Labour Market,0.000377016,0,0
2023M09,MDD Growth,UEA,Prices,0.031645276,0,0
2023M09,MDD Growth,UEA,Soft,0.034434757,0,0
2023M09,MDD Growth,UEA,NA,5.33E-05,0,0
2023M10,MDD Growth,,Consumption,-0.027132792,1.460542,-0.071717583
2023M10,MDD Growth,,Financial,-0.061301095,0,0
2023M10,MDD Growth,,Fiscal,-0.013075732,0,0
2023M10,MDD Growth,,Housing,0.02264746,0,0
2023M10,MDD Growth,,Industrial Output,-0.010133537,0,0
2023M10,MDD Growth,,Investment,-0.003298121,0,0
2023M10,MDD Growth,,Labour Market,0.002606097,0,0
2023M10,MDD Growth,,Prices,0.022213517,0,0
2023M10,MDD Growth,,Soft,-0.0106392,0,0
2023M10,MDD Growth,,NA,-0.001402354,0,0
